,title,reviews,stars
14514,Another disappointing MPW restaurant,Why are the MPW restaurants so lacking in atmosphere and quality food?   The one exception is the Kings Road branch but the others (to which I was tempted because of the special offers) have not been good.   The liver was tender but covered in a...More,2
14515,Bit of a disappointment.,"Booked a table for 2 on mothers day was hoping for a lovel meal, but feel quite let down. firstly heating was not working so it was rather chilly in there, with one small fan heater for the whole place.  Service was good, very helpful...More",3
14516,Sunday lunch,"Whilst the food was nice, the staff were somewhat indifferent and the restaurant was freezing cold.  We asked twice for the heating to be turned up and it wasn't.   We put our coats on as did a number of other guests.  There was no apology....More",3
14517,Marvellous,Great service from all waiters but especially Alvarez. The food was superb. I would definitely recommend this restaurant for couples looking for a special night,4
14518,Kind of like his stockpots.,"We booked a reservation through a toptable 50% offer that is regularly available. I've been here before when it was Lanes, or Hanes I can never remember especially with the old font they used to use, but I digress. Nothing much had changed so we...More",4
14519,Very very poor customer service,"We booked a table at your restaurant, but what a disappointment.  We booked for 3 for a celebration birthday for 13:30 Sunday 3rd March 2013. I have never in all my life (and I am 63) had such an experience in a restaurant. We arrived,...More",1
14520,One of the best steaks,Visited the restaurant on a Saturday lunch time with an offer - a Champagne Cocktail to start and a 3 course lunch for £25. We initially wanted to book for 1pm but the only options were 12 or 2 so we went for 12. We...More,4
14521,"Good food, but there are issues","A colleague and I visiited this resaurant for lunch today and, on the whole, really enjoyed it. The steak was good & well cooked as were the triple cooked chips. The main gripe I had related to the drinks. For a restaurant that has 'ale'...More",3
14522,Expected so much more,"Entering a seemingly nice warm restaurant from the bitter cold of the City of London, my partner and i were pleased to be seated by a semi warm radiator That's all it was. We shivered our wa through the meal. What we really needed though,...More",3
14523,Pleasant first visit,"We ate at the Marco Pierre White Steak & Alehouse on 28th February.  We had a meal deal offer from Toptable.  

Upon arriving at the restaurant we were warmly greeted by the Maitre D' with only a short wait until we were seated.  It would...More",4
14524,2nd visit,"I was so impressed with the staek and ale house Liverpool st that I was chomping at the bit when another voucher came on KGB deals: However, this time wasnt as good.

Yes the service was excellent, better in fact, last time the waiters were...More",4
14525,Could have been good but was disappointing,I booked this for a business lunch through top table and then had my PA call the restaurant to confirm we had booked the 50% offer they had in place and could that be the only menu we were offered. I really wasn't impressed when...More,2
14526,Oh No,"Although i can not comment on the food, as we left prior to eating however i can comment on the restaurant
We are arrived to a very disorganised reception kept waiting at the desk and when shown to our table we were disapointed with the...More",2
14527,Curate's Egg,"First time visit this weekend with friends. Disappointed that there were no Oysters available (told out of season) I went for the Steak Tartare, but specifically asked whether it was served with an Egg yolk , which was confirmed. Steak Tartare was not served with...More",3
14528,Great food as usual,This is the third time we've been to this restaurant and every time we have thoroughly enjoyed the food.  We went because there was a special offer on Sunday Roasts.  My partner had roast beef and I had suckling pig with mash for mains.  Both...More,5
14529,Naff,"Went here for the set menu. but be aware - its a steak house but steak and chips incurs an extra £10 a head so not as cheap as it may seem! 
When I walked in the door one waitress shouted to another 'they are...More",1
14530,Worth it - if you find a deal,"Went here in a group of 6 on a Friday night at the end of January. We managed to find a deal for a starter, a main, a dessert and a cocktail for £25 pp. Was certainly worth it - although had we been paying...More",4
14531,"Average, better steak elsewhere","Booked for a valentines meal last week. Went for a 39.50 pp meal which was 3 courses. Where they make their money is their overpriced 3.75 sides . In small ramakins the portions were small.

The steak was paltry and overpriced and Luke warm ....More",3
14532,Good steak but otherwise average food and terrible service,"We booked through last minute for the £21.50 deal for three courses.

When we arrived they had no recond of our booking. I showed my confirmation email, but despite this they denied our reservation, they found us a table but it felt as if this...More",2
14533,Quality food let down by an about average restaurant experience,"I visited this restaurant for a lunch on a Saturday afternoon and had a very mixed experience. 

The food was very good. Both of us had steaks for main and they were cooked just as ordered. The starters and deserts were tasty and the portions...More",3
14534,r u looking 4 a fantastic food experience?,"If you are looking for a romantic atmosphere and  good meat, that's the place for you!
Se state cercando un'atmosfera romantica e della buona carne, questo è il posto che fa per voi!",5
14535,We left full!!!!!,"Restautent hidden near Liverpool street station.  Booked using an amazon local deal.  3 courses with champagne cocktail £49. For two people!!!! Yes a wicked deal 
Starter bread ( extra ) then pâté and crusted bread , rib eye steak fantastic , husband had liver -...More",4
14536,Great again,"Back again with the wife mid week booking.
Dined with a KGB voucher with a £50 and 2 cocktails.
My French onion soup was passable and my wife thought her prawn cocktail was good if not a bit a sharp.
Her 10oz rib eye was...More",4
14537,Gastropub standard food at City prices,Had dinner here with my wife on an Amazon deal. Set menu was fine; enjoyed the potted duck; the kipper pate was described as a little bland. The pork belly was good - crisp on the outside; tender inside. The liver had a slight bread...More,3
14538,Will be going but so far not happy with service,Ive been given a KGB voucher for my birthday. Just called to book the automated phone service wasn't working so eventually went through to someone who hung up on me. Called again and was told that because I have a voucher I can only have...More,2
14539,Long lunch,"We were at a show early Saturday evening so decided to have a long boozy lunch to warm up

Easy place to find, pleasant professional staff and very good food

We had the lunch menu which was plentiful and good value, although easy to get...More",4
14540,First visit,"This was our first visit to this restaurant, and we were quite impressed.it was a Sunday evening, so a bit quiet but excellent for catching up with friends. We all chose from the specials menu and were not disappointed. We will return.",4
14541,Amazing,"Best meal i have had in a long time, would highly recommend the steak :) I took my friend for her birthday and she loved it too! i will def go back there very soon. Great location as well.More",5
14542,"Great steak, nice ambience and good offer!",Went these recently on a business lunch and really liked it.  It's very close to Liverpool St so easy to get to and find.  It's in a basement type setting and the decor and ambience is very nice.  Good for a business lunch or a...More,4
14543,Disappointingly average,"We visited on a night between Christmas and New Year's so I am hoping this was a one-off (perhaps staff and chefs were mostly on holidays).

In terms of positives, it was a well cooked steak. But the real issue for me was my steak...More",3
14544,"Good food, great atmosphere  sadly overpriced","Visited here with colleagues from work.  Overall the view was the good was good, how ever nothing special or something you couldn't get cheaper elsewhere.  Service and ambience was excellent. The biggest let down was the prices....More",4
14545,Exceeded expectations,I booked a table at this restaurant a to celebrate my partner's birthday. He is a fan of steak and has been to a few of the different top restaurants. When I read the reviews on Trip advisor I was really nervous that we were...More,5
14546,Not As Good As Last Time,"A group of six of us visited the restaurant a few months ago and were meaning to go again so grabbed at the chance to celebrate a birthday there. That said, it was a let down this time because it was so good before.
As...More",2
14547,Overpriced and underwhelming,"Visited MPW last night with friends on one of the toptable ""discount"" deals. Despite having just one beer when our bill came we realised we'd had rather an expensive dinner which was, in fact, distinctly average.

Location - Good, just 5 minutes from Liverpool St...More",2
14548,Celebrity price but ordinary steak,"Booked the restaurant for a family meal using the toptable London web site, this discounts the main course by 50% without this the restaurant is over priced for steak and chips.
The staff were very friendly but the decor and location just average.",3
14549,"Lovely place, steak was really good, BEST STICKY TOFFEE IN TOWN!","Went there with a lastminute.com voucher. Had no trouble making a booking. Note, they do redeem the voucher the day before the booking as a cancellation policy, so if you cant make the booking you lose the voucher.
Had potted duck as starter and my...More",5
14550,Great for meat eaters,"Had a birthday meal in December, week brfore Christmas so very busy, so much so it was impossible to talk over the noise.  Food was great, as was the service.  Plates cold so food soon was too but other than that everything was great.More",4
14551,Great Steak,"One of the best steaks of the year, good service and excellent environment for a xmas lunch. Service was excellent always available and attentive.More",5
14552,Don't go there if you have a voucher!,I bought a voucher from Timeout for a 3-course meal for two on 8 November and successfully made a booking with the restaurant on 13 November for an evening meal on 14 December. This was to celebrate my boyfriend's birthday. 2 days before the actual...More,1
14553,Naughty Marcos restaurant off pettycoat lane,"Had a bit of trouble finding it because of all the stalls and vans surrounding it.
But once we found it ,we were seated right away. Table for two. very nice. We were having dinner as a present from my son and daughter inlaw. The...More",5
14554,Even advance notice did not help them get this right!,"I have e-mailed the restaurant concerning our meal as follows. As of todays date they have offered 50% a meal next time we visit however we have recieved no assurances that it will not happen again. Please read on......
I feel, having thought about it...More",2
14555,Wedding breakfast MPW style,"I was fortunate to be a guest at a wedding party who dined here after the ceremony. The bride and groom hired the venue so we had run of the place for the entire night with entertainment to boot. The starter of ham, Melba toast...More",5
14556,The Christmas Set Menu,Have just returned from a Christmas Party with work. Taking into account that the restaurant was packed the service was good and staff reasonably friendly. The food however was surprisingly disappointing. I ordered the 10oz rib eye and when asked how I would like it...More,2
14557,Excellent food and service,"Visited last Saturday early evening and restaurant was fairly full at the time , given good table and experienced very good service. Used the 50% off mains deal(December) which considering the quality of food did represent very good value.
We had starters which was very...More",5
14558,VERY SHOCKED,"Found a brilliant deal off travel zoo so thought as was in london for the weekend, i would give it a go.
Got there, had to wait 15 mins, even though there were tables for 2 available. In between starter and main there was a...More",1
14559,Hugely over rated,"Probably the most expensive, very average, piece of Cow I have ever had. Daughter bought a 'deal' and it proved to be a complete stitch up. Add to that the steak poorly cooked, the chunky chips an overly hot lump of very flowery spud and...More",1
14560,Great steak!,"Went here for  a Saturday lunch, when perhaps it is less busy and the food was very good. My chateaubriand which I shared with a friend was served ready sliced on the plate. The flavour was very good and it was cooked perfectly, as ordered....More",4
14561,Great for Groups,"Went here with 14 others as part of a travelzoo deal. We had three courses for £25 each. Beware though, service and side orders are not included. Because we were on a deal the menu was limited to four dishes per course. I had the...More",4
14562,Overpriced - even with Top Table 50% off steak,"You expect amazing steak at this place with this name by this chef. 

Unfortunately whilst not bad or terrible it was average which for MPW is not good enough. 

I had Signature large Rib Eye but have to say eaten much better ( burgers) for...More",3
14563,10oz was too much!,"We had the reservation for Saturday night, so when we arrived ahead of time we thought we would have to wait but we were seated quite promptly which was a pleasant change from most places. Yes the restaurant is loud but to us that just...More",5
14564,"Great restaurant, quirky, nice interior, good food.","Arrived on a wet Saturday, but atmosphere is great. Cider to start and wine later, both excellent. Starter for me was a prawn cocktail which was competent rather than mind blowing, main course was rib eye steak and thick chips. Great food. We were on...More",4
14565,"Good food, good service and good atmosphere","""Steak and Alehouse"" doesn't adequately describe this Marco Pierre White creation situated close to London's Liverpool Street Station. The restaurant has a good range of food other than steak and  a comprehensive wine list for those of us who didn't want to sample the selection...More",4
14566,Good Food & Service,"Myself, wife and 2 young children were made very welcome. Steaks were very nice and children enjoyed good quality food. will return next time in LondonMore",4
14567,Excellent Finish to a great day in LDN!,Me and My Partner visited the Steak House on a Tuesday Evening. We had a Buy a gift voucher which we presented on arrival and were giving a separate Menu which we were both very impressed with! Each course was perfectly cooked and the service...More,4
14568,Expected more from Marco Pierre White,"Just spent a busy Friday night at this place, but it didn't quite live up to my expectations considering it has Marco Pierre White's name above the door. Everything was of a good enough standard, and the staff coped well with our big group... I...More",3
14569,Lovely food/atmosphere,"Been twice now on the Travelzoo vouchers. For £49 for two people you really cant get better!
The atmosphere is very nice as is the music. Lots of Sinatra both times we went. The asparagus starter was nice. 
The cocktails were bit strong for me...More",5
14570,Great food just a bit pricey,"Lovely food and atmosphere excellent attentive staff it was just a bit pricey but you get what you pay for and I can honestly say my steak was cooked, seasoned to perfection thumbs up will be back.",4
14571,Great steak,"Went here for lunch with a Groupon, Well I have to say the steak was great the service very nice and unobtrusive and the ambience was great ,a lovely little buzz going on, I had a cracking steak beautifully seasoned and cooked to perfection, the...More",5
14572,Good experience,"Comfortable dining room with great atmosphere and not too noisy even though quite busy. Staff were friendly and attentive at al times and came twice to check if was ok.
Steaks were excellent although mine was a little overcooked for 'medium'. Desserts excellent.
Price is...More",4
14573,Great birthday treat,"My husband booked this treat via last a well known offer website. We had a set menu which was great value. 
The service was great and the steak was to die for, literally cut like butter. 
My only criticism was the atmosphere. There wasn't really...More",4
14574,Old-fashioned ambience but a bit deserted,"We went here with a Groupon-type voucher, having only been allowed to book either very early or very late, to allow full p[rice payers to have the sensible slots. We arrived a bit early for our 9.15pm, and as the place was almost empty, we...More",3
14575,Liked it,"Went on half price deal. Super starter  gladavalax, to die for. The fish and chips the chips were not all that but sticky toffee pudding wonderful. At half price great deal, very pricey if not on deal.
Service fantastic staff very friendly and helpful. Wouldnt...More",5
14576,I have been ripped off,"I had a voucher for a dinner for 2, on the day my booking was due my wife was sick so I called the restaurant to ask if i could cancel the booking or I had to go with someone else on that day not...More",1
14577,good all round experience with two exceptional dishes,"My husband and I  recently had dinner here on a special steak offer.  The T&C's were somewhat ambiguous and my husband had set his heart on the 16 oz lamb chop, which apparently was not meant to be included in the offer.  The staff were...More",5
14578,A posit restaurant that I wish I past on,"Booked via top table for the 3 course meal at £21.50 and was near by us

When you get in, they have an elegant atmosphere however as other people have mentioned the service is something they need to work on, the lady didn't look that...More",3
14579,Really excellent,My partner and I visited this restaurant on a Groupon voucher that was purchased for us as a gift. The hostess was really welcoming and took our voucher at the door which avoided any awkwardness later on. The service throughout our meal was excellent all...More,5
14580,Small Print,"The small print. When i order a main meal i expect to have my veg included in the price, it is not. In tiny writing next to the main choice is the small print telling you the cost of side orders. Also I was expecting...More",3
14581,"Excellent for a Client Lunch, sometimes lacks a little atmosphere..","I have been here around 10 times. Every time I come, the food is great. No complaints. Its not cheap, therefore in my opinion more suited for a client lunch, but the service and quality has always been, for me, very good. The desserts are...More",4
14582,Very dissapointed... appaling service,"Me and my partner visited MP Steak and Ale house celebrating my birthday. We went london specially to go and eat in michellin restuarnat - dissapointing is not the word
Unfortunatley meal was ruined by poor food, so overrated as Michelin Star restaurant. My partners...More",2
14583,Expect Cava when you order Champagne,Was persuaded to dine here with partner who had a pleasant experience in the Cube at his Birmingham restaurant. Food was very good but was totally spoint by ordering champagne cocktails from the main drinks list only to find that the bar man used Tesco...More,3
14584,This is a return review and so much has improved,"After my previous review which I believe was very fair at time of writing, I was invited to give the place another try which I did last night.
What an improvement, the staff have changed and it really shows, they are profesional and polite and...More",4
14585,Fanblinkingtastic!,"Wanted to go here for a while and we were not disappointed. Had the set menu and what a bargain that was! The food was really really nice. Bursts of flavour with everything. The ribeye was delicious, tomatoes bursting with flavour, mushy peas irrestible and...More",5
14586,What  A Steak,"excellent service we went on a Wowcher deal, we didnt feal any different to the full paying guests.
The 10oz ribeye was one of the best .
The service from all the staff was excellent.",5
14587,A well known name and a smart place poor service,"Visited this place for the first time a few nights ago with family. Restaurant was very attractive staff were nice. 
Food. Set price 3 courses for £21.50 
Starters, Mostly nice but 2 of us should have avoided the potted duck it gets left out and...More",3
14588,Very overpriced,"Sadly a disappointing experience. The staff were very friendly, but we were a table of 8 and they did not remember who ordered what, and got one order wrong. Instead of delivering the plate to your position they stood to one side and asked who...More",2
14589,Somewhere Between Divine and Comedy...........,"To be honest I wasn't expecting much.  I'd bought a dreaded Groupon voucher and knew from experience that the deal itself  wouldn't be that great. The vouchers are an ideal way to experience somewhere you may not ordinarily go, however, so although I knew the...More",3
14590,A wonderful dining experience,My husband and I used our travelzoo offer early on a saturday evening. We had a wonderful evening at Marco Pierre White's Steak and Alehouse. We were greeted warmly on arrival and offered a choice of champagne cocktails which we drank at our leisure in...More,5
14591,Disappointing - overpriced and living off previous reputation - save your money and get better quality elsewhere,"We have been to Marco Pierre Whites restaurants before and always had an exceptional experience.  This experience left a bitter taste due to the price being very high in comparison to the quality we received. 

We ordered the French Onion Soup which was very tasty,...More",2
14592,It's nice to be treated like Royalty,"This was our first Travelzoo deal, our first haute cuisine meal in Central London and proved to be one of our best meal experiences.  The deal included a champagne cocktail, and 3 courses from a special menu.  My wife chose asparagus with hollandaise sauce for...More",5
14593,"Nice, not amazing","We ate from the 3 course fixed menu. Was lovely but not amazing and didnt blow us away. The £,s soon add up so the bill was larger than we anticipated with the sides and drinks added on but we enjoyed it. We preferred his...More",4
14594,"Expected more, to be honest","We had a groupon deal and went with friends. The service was pretty good if a bit slow with the main courses (although someone did come over). The dining room seemed a bit dated and nothing special.
The food was disappointing even as part of...More",3
14595,Something's missing,"Firstly, the good bits. Service is excellent. The staff is very attentive and responsive, but not intrusive and does not make you feel rushed. The bookings team is also very professional and efficient. 

Then the food. It's good, but not amazing. We had a ribeye...More",3
14596,Not worth full price,"I visited this restaurant with my boyfriend on bank holiday Monday, using a Groupon voucher for 2 main meals, 2 desserts and a champagne cocktail for £33. This was excellent value for money looking at the price of the meals on the menu. 

The restaurant...More",3
14597,superb steak,"Having found this restaurant tucked just off Bishopsgate it did'nt look much from the outside. On entering though we were greeted by very friendly staff and a fantastic looking dining area. We both had steak of course which was simply gorgeous, the meat was so...More",5
14598,"Nice food, good service and great offer...","My husband and I always wanted to try this restaurant out and when it came on groupon.com for a meal of 2 courses for 2 people at £33, we jumped at the chance.  Couldn't book via phone so we did it online which was ok...but...More",4
14599,Very nice and worth a try,Probably wouldn't have been my first choice of restaurant however my Partner received a Groupon Voucher as a gift and so we gave it a go.  Location leaves little to be desired but it is close to Tower Bridge which is about 10 mins walk...More,4
14600,Steak and Smiles,"After the other reviews, I was a little reticent about our meal. However, we were pleasantly surprised. Our food was absolutely delicious and the speed of the service was just right. The waitress was really friendly and helpful. The icing on the cake(plate?) was our...More",4
14601,totally disappointing/awful service,Went to MPW steak and alehouse on 27th August. Very much looking forward to it but left so so disappointed. We had a voucher for 2 champagne cocktails and they looked promising! However for the next hour and a half we didnt get offered any...More,1
14602,Would not pay full price,"I visited this restaurant using a Groupon deal offering a main course and a desert for two people with a glass of wine for £35.

The place looks a little dated, with its 90s bordered mirrors and slightly plasticky ceiling lights. Staff were efficient and...More",2
14603,Nice but not really anything special,"I went here with a couple of friends. First impressions were that the acoustics weren't good, and this wasn't helped by the fact that the music was played loudly, so you had to really speak up to have a conversation. It was also pretty warm...More",3
14604,Decent lunchtime venue,Went for lunch using the three courses for £21 set-menu. Overall good value given the general standard of the cuisine - although portions for starters and deserts are modest - and as a previous reviewer points out adding side-dishes at £3.95 begins to increase the...More,4
14605,belated birthday meal for daughter,we had a good table the staff were very good .three of us ordered steak for the main course & three of us had the fish. the meal was lovely and we were not dissapointed. A few of us had sweets and these were good....More,5
14606,Nice for a quick no frills meal.,"I was invited to MPW as a birthday meal so I feel a little bit ungrateful critiquing somewhere I was taken for my birthday but in the interests of fairness I'll be honest. I liked the area, it's a little bit edgy just off Liverpool...More",3
14607,Better food and value at my local pub,Visited this restaurant with my wife last week as a birthday treat paid for by my family. First impressions were favourable with a nice ambience and crisp white linen tablecloths and napkins. Then it all went downhill. We were presented with grubby menus offering a...More,2
14608,Some good points but frayed around the edges - poor value,We were on a treat day out for our birthdays and had had the special 3 course dinner booked for us.  On arrival it was not that busy; we were handed some faded well thumbed menu cards and when asked opted for drinks at the...More,2
14609,Does What it Says On the Tin!,Went there for lunch last week unnerved and full of trepidation after previous visits to one other MPW venue in Birmingham which was a let down and blow me I have to say that it was all it should have been and a little more!!...More,4
14610,"Bizarre, good and bad","Lunch here midweek. Looking forward to a nice steak with all the usual stuff, fries, spinach and bearnaise sauce. It turned out to be a strange experience.

Firstly we were told that they could not accomodate three people until 1.30pm. Fair enough these places get...More",3
14611,More style than substance,"The steak was good but small and the fixed price lunch menu was attractively priced but the add ons of steak supplement, sides,wine,coffee,service tripled the cost. It is not a value for money restaurant but its decor gives it a quality feel. Overall, I think...More",4
14612,very average food in a messed up canteen,"We went with Groupon offer but I ended up spending another £50 on wine and service charge. Its not worthy for that quality of food and poor venue. It looked run down. Table and chairs just piled up together, quite messy. They gave us soft...More",2
14613,Never again I'm afraid,"We booked a table for 8 people in Marco Pierre White Steak & Alehouse to celebrate our friend’s birthday. We had expected good food, excellent service and good atmosphere – everything you would expect from a restaurant owned by Michelin starred chef. How wrong were...More",2
14614,"Busy restaurant, quality dining","I utilised the Travelzoo voucher for this visit and was greeted warmly at the door and shown to our table. The deal was from a set menu and came with a champagne cocktail which we chose straight way, arriving shortly after. The MPW Bellini is...More",3
14615,"Reasonable food, but only good value on a special deal","One needs to remember this is a steak house and it is in the City were some  people have no sense of value. 15 minute wait for a booked table does not get one off to a great start, but it did get better. Staff...More",3
14616,Appalling service. Average food. Don't bother .,"I was sooo looking forward to going here , but it was a big disappointment . The service was truly terrible , they just seem to forget that people sitting at the tables are there to be served. Makes things uncomfortable to be having to...More",2
14617,Good if you get a special deal,"We used a Groupon voucher which was good value, nicely cooked steak, great fries and salad and a decent pudding.  The place was busy (eary on Sunday evening) but the service remained OK apart from having to remind them on one side dish and to...More",4
14618,Average,"When we booked Marco Pierres Steak  and Ale house Restrurant I must admit I was expecting much better both in food and ambiance.

We made a booking for 7.30 because we had changed the date previously our booking could not be found, but we were...More",3
14619,Nice Food,"Went to this restaurant on a Trvelzoo voucher deal which included a champange cocktail,we arrived at 20.15 as our table booked for 20.30 they took our coates and we went to the bar and had a couple of drinks but they then forgot about us...More",4
14620,Tasty Steak!,"We were here one evening, we had the groupon deal and one of us had a la carte.  The ribeye steak was lovely and cooked just how i like it.  The peppercorn sauce was also very tasty.  We shared the chips, creamed mash and spinach...More",4
14621,Nice steak!,We have been here a few times now using BuyAGift vouchers as we thought £34 was good for 2x 3 course meals and a cocktail. And for that price the food is lovely but the original price of the voucher  is £99 and it's not...More,3
14622,"Very good meal, but not worth full price","Spectacular steaks, reasonable other stuff. Portions small, but filling. Menu straightforward. Prices rather high. Was the sort of place I felt I should have a collar on my shirt.More",4
14623,Just a average steakhouse nothing special,Marcos steakhouse was just a average kind of steakhouse. Food was ok but nothing special.  Service though was good all staff where helpful and happy.More,3
14624,Average Steakhouse,"I visited here on a Travelzoo deal, so my expectations were limited.  However, I found the food to be quite average. I had a rare steak, my boyfriend a medium rare. Our steaks were cooked OK, but not well enough for a 'Steak House' the...More",3
14625,A Posh Canteen,"Been to this place twice on Groupon deals.  The first time was last summer and we loved it, the ambience, food, staff were great so we came back.  The second recent time was not so great, the place was packed out with tables crammed in...More",3
14626,Wonderful....,"We booked the 3 course lunch plus free champagne cocktail for our ""ladies who lunch"" and we were not disappointed.   We were offered a choice from 5 champagne cocktails.  The food choice was lovely and none of us were disappointed with our choice and how...More",5
14627,Absolutely perfect in every way,"We used 2 groupon vouchers for a meal for 4 people and it was excellent value.  The steaks were perfect, service faultless, ambience great. The sticky toffee pudding was to die for.  Good down to earth cooking, without pretentiousness. We'll be back.More",5
14628,"""Excellent, worth a visit""",This restaurant was booked as a birthday surprise and we were not disappointed as we enjoyed the whole experience. the table was booked for 8.15pm and we arrived at 8.05pm and were greeted with a pleasant and warm smile. We we shown to our table...More,5
14629,Quality food,"attentive and trying to rush you out the restaurant.I purchased a voucher from KGB deals with an view to treating the wife for her birthday (Yeah I know cheapskate). 
I booked for an early table 6.00 PM and mentioned the voucher at the time of...More",4
14630,"Quality food,attentive staff, reasonable price!","I booked this meal on last minute.com under the 3 course and champagne cocktail promotion, I wasnt disappointed.
You get 4 options for each courses and provided with a cocktail menu to chose your drink.
I opted for the potted shrimps, sirloin steak, burnt Cambridge...More",4
14631,"Great Steak, Big Prices","Ive eaten here three times and haven't been disappointed with the food. Good quality ingredients well prepared.

In the evening many diners have special offers from Groupon or similar companies. With these the restaurant makes a great night out. Without them, you need deep pockets.More",4
14632,Too expensive for what it is,"Nice ambience, however food average, far too expensive for the level of quality their offer.",3
14633,Can't wait to go back!,"I went here with my partner and some friends for our monthly meal out. We recieved a deal off toptable, and I must admit was expecting to be 'lumbered' with a short simple menu. I was plesently surprised to have recieved a long menu with...More",5
14634,One of my most favourite meals ever,"I went here for a business lunch and had a wonderful experience. the restaurant is small and cosy but didnt feel to me cramped despite being mostly full. The waiting staff were helpful with good attentive service and i thought the food was well cooked,...More",5
14635,Not really what we expected,"Came here for a special dinner which was going on during May. The food was really not great, the steaks undercooked and it felt like food was coming out of a factory line due to the fact that everyone around us was having the same....More",2
14636,Thought I was in wetherspoons,"Booked here as a suprise for my partner and was severely disappointed.

The staff were clueless running around like headless chickens, the restaurant was filled with tables to increase profit and the food quality was that of a supermarket microwave meal..

Kipper pâté awfull, cauliflower...More",1
14637,Really Good Experience-Cosy,"We went to Marco's Steak and Alehouse last February with a Travel Zoo voucher. The service was excellent, as we were greeted immediately and our coats taken off us. We were seated straight away and bread promptly arrived at the table with our menu and...More",4
14638,I love this place,"I know a lot of reviews are personal opinion however this really is worth a go. Produce is clearly key here and meat, poulty and game are top of the agenda. Whilst decorated and set out in a contemporary fashion the menu is quite traditional...More",4
14639,"Sit, eat and go - ok if you are catching a train!","We were given a voucher as a gift for a meal. 

As we were part of a voucher offer, we both felt we were treated as second class customers and got the impression they were laughing at us.  Their customer base are probably city workers...More",3
14640,Excellent value for money...,"My boyfriend and I went for a meal on Saturday for our anniversary after obtaining a voucher off a website!

The food was amazing... There was a good selection to choose from too! Usually you only get a couple of choices! We both really enjoyed...More",4
14641,"Bad staff, it felt like we were an inconvenience!","We are in London often and love a great meal out. We like the usual places that are over the top on price but deliver on the atmosphere, decent food and over all experience so the evening is indeed good value. Because every one has...More",1
14642,Above Average Staff But Very Basic Food,"Positives:
- Very friendly and responsive staff
- You can get very nice and intimate table for two if you ask for them in advance on the wall opposite of the bar (we didn't know and did not have that luck)
Negatives:
- The food...More",2
14643,Good value menu and great steak,"I booked a deal with book a table and I was impressed, the food and service was good and the steak was very impressive, cooked to perfection and very tasty I would definitely recommend this restaurant for a quality steak and a fab champagne cocktail....More",3
14644,Oh Dear -  This place is a disaster.,After reading the reviews I still went to this place with high expectations and the hope of seeing some influence by Marco Pierre White.  I am sure the great man has not visited this place he puts his name too as it is a disgrace...More,1
14645,Marathon meal,"Meal and quality of the food was very good, one dish was sent back but was quickly attended to by the chef. Service was unfortunately not very attentive, we waited 50 min for our food and finally had to ask for it.  Overall I would...More",4
14646,"Attractive mirrored interior, attentive staff.","Nice restaurant, tucked away down steps in a large cellar.  I had gravidlax for a starter, very nice, my husband had kipper pate which he found very tasty. I opted for fish and chips for the main course which was too salty for me, but...More",3
14647,Pricey but really good!!,"Went last week - didnt have a reservation however they squeezed  us in (went at 6:15pm).
We normally go the Kew grill or to gaucho Richmond.
I can honestly say I would go back. The food was really good and the service was also very...More",5
14648,"Great food , shame about service charge","We went for dinner last night and had the TDH menu for £25 a head which was excellent value
All four of us enjoyed the food very much and  can't recommend the ribeye steak enough, the service was very good attentive and food prompt our...More",4
14649,Sublime steak experience.,"We all agreed the best steaks we'd had and the half of our table of ten that had other things felt they had been equally well catered for.

Great professional waiters who established an appropriate rapport with us as well. We are all city boys...More",5
14650,Dreadful,The only positive here is the wine list. The food is shambolic. How MPW has his name attached to this hovel is beyond me.,1
14651,Did not live up to expectations :(,"Service was shoddy, 3 members of staff hanging round the bar when we were looking for coffees and then again the bill after our meal.

The ribeye just wasn't cooked all that well, nor seasoned enough and the vegi's bland. His famous chips are huge...More",2
14652,Very Good,It was good. Steaks were excellant. Triple Fried chips were as well. Starters were between a starter and a main. Perfect for a committed carnivore!,5
14653,Great steak!,"Went as part of a Groupon deal - food was fantastic and service very attentative. Only let down was the onion rings - a bit dry and lacking flavour. Great atmosphere though, especially for a Sunday night!",4
14654,I like it,"Been here a few times, enjoyed the food the atmosphere,and the service, visited mainly around 18:30 midweek, and its always been on the quite side.",4
14655,Well worth a visit,"Close to Liverpool St station.
Nice atmosphere good three course lunch menu.
£25.00 including a champagne cocktail.",4
14656,Well below expectations for the money,"Went here with family for mother's day, but overall was disappointed. Table service came with an attitude and staff were generally very unresponsive and unhelpful. Starters were good, and most of the mains were ok. The fillet steak however, was very fatty and grisly and...More",2
14657,A dining experience!,"Gorgeous, tasty steak that melts in your mouth. A little pricey but in my opinion well worth it.",4
14658,Great steak...,"My wife had booked their bookatable deal which turned out exceptionally good. For £25 (excl service charge), one gets a champagne cocktail (which we swapped for soft drinks), a starter, main course and dessert/coffee. We both had the asparagus with hollandaise sauce and the rib...More",4
14659,Just another City name,"The City is now bursting with restaurants branded with Celebrity chef names over the door.
This one is barely recognisable as a MPW , however the simplicity of the menu and the consistency of the quality of the food and service cleary demonstrates he has...More",3
14660,Would definitely go back!,I went here with my boyfriend on a Friday night as we'd stumbled across a voucher deal. The deal included 3 courses and a champagne cocktail for £25 which is excellent value for the money! Each course was delicious and my boyfriend said that his...More,4
